종목코드,종목명,자기주식 제외 시가총액(A*B),종가,자기주식 제외 발행주식수(B=C-D),총발행주식수(C),자기주식수(D),자기주식수 반영시점
"060310","3S","72107235360","1359","53059040","53059040","0","2025-09"
"095570","AJ네트웍스","242103180500","5410","44751050","45252759","501709","2025-09"
"006840","AK홀딩스","114800356000","8800","13045495","13247561","202066","2025-09"
"054620","APS","80855133100","5270","15342530","18394221","3051691","2025-09"
"265520","AP시스템","338680328600","22900","14789534","15050821","261287","2025-09"
"211270","AP위성","264594462990","18590","14233161","15082304","849143","2025-09"
"139050","BF랩스","24234697905","2805","8639821","8644551","4730","2025-09"
"027410","BGF","417290219760","4360","95708766","95716791","8025","2025-09"
"282330","BGF리테일","2366677055000","137000","17275015","17283906","8891","2025-09"
"126600","BGF에코머티리얼즈","238717791000","3855","61924200","62766899","842699","2025-09"
"138930","BNK금융지주","6973414797450","22650","307877033","310327033","2450000","2025-09"
"001460","BYC","357738548000","58000","6167906","6246150","78244","2025-09"
"083790","CG인바이츠","95194997316","1238","76894182","76894182","0","2025-09"
"001040","CJ","6101681602500","225500","27058455","29176998","2118543","2025-09"
"079160","CJ CGV","978590157810","5910","165582091","165582091","0","2025-09"
"035760","CJ ENM","1566236099500","75500","20744849","21929154","1184305","2025-09"
"311690","CJ 바이오사이언스","116935884900","8950","13065462","13065462","0","2025-09"
"000120","CJ대한통운","2768383905200","138800","19945129","22812344","2867215","2025-09"
"011150","CJ씨푸드","105816126485","2945","35930773","35930773","0","2025-09"
"097950","CJ제일제당","3248010259000","221000","14696879","15054186","357307","2025-09"
"051500","CJ프레시웨이","401259606800","33800","11871586","11871586","0","2025-09"
"058820","CMG제약","316382271620","2140","147842183","147842183","0","2025-09"
"056730","CNT85","38085803806","547","69626698","74111186","4484488","2025-09"
"000480","CR홀딩스","206076477240","4995","41256552","46890490","5633938","2025-09"
"065770","CS","15237737050","785","19411130","19411130","0","2025-09"
"083660","CSA 코스믹","21836093148","359","60824772","62829459","2004687","2025-09"
"000590","CS홀딩스","90401601800","87800","1029631","1154482","124851","2025-09"
"012030","DB","370599234020","1940","191030533","201173933","10143400","2025-09"
"477760","DB금융스팩12호","13023200000","2230","5840000","5840000","0","2025-09"
"005830","DB손해보험","11274062288700","192300","58627469","69384000","10756531","2025-09"
"016610","DB증권","703044909450","17550","40059539","42446389","2386850","2025-09"
"000990","DB하이텍","3743026521000","93000","40247597","43504588","3256991","2025-09"
"099520","DGI","58000622016","1284","45171824","45281824","110000","2025-09"
"000300","DH오토넥스","174035631000","4200","41437055","41437055","0","2025-09"
"290120","DH오토리드","45811200855","2895","15824249","15824249","0","2025-09"
"025440","DH오토웨어","48045223845","985","48776877","48781224","4347","2025-09"
"001530","DI동일","489225235200","24800","19726824","19729280","2456","2025-09"
"015590","DKME","122045493615","515","236981541","236981544","3","2025-09"
"000210","DL","1050722495400","50200","20930727","20955884","25157","2025-09"
"375500","DL이앤씨","1951764063000","50900","38345070","38693623","348553","2025-09"
"068790","DMS","135799547250","6330","21453325","22570224","1116899","2025-09"
"007340","DN오토모티브","1625335278000","31400","51762270","58510865","6748595","2025-09"
"004840","DRB동일","117561420400","6100","19272364","19930000","657636","2025-09"
"241520","DSC인베스트먼트","379532253990","14710","25800969","27000000","1199031","2025-09"
"155660","DSR","65200000000","4075","16000000","16000000","0","2025-09"
"069730","DSR제강","62856000000","4365","14400000","14400000","0","2025-09"
"017860","DS단석","338310674640","19340","17492796","17584212","91416","2025-09"
"180400","DXVX","502970636560","5110","98428696","98429432","736","2025-09"
"092780","DYP","63735706600","5050","12620932","13168460","547528","2025-09"
"017940","E1","650446987500","112500","5781751","6860000","1078249","2025-09"
"418620","E8","25944573439","1307","19850477","19850477","0","2025-09"
"245620","EDGC","57441040175","415","138412145","138493951","81806","2025-09"
"037370","EG","52439829760","6080","8624972","8624972","0","2025-09"
"050120","ES큐브","36632882645","2735","13394107","13564086","169979","2025-09"
"383220","F&F","2635089537600","70200","37536888","38307075","770187","2025-09"
"007700","F&F홀딩스","841956194150","21550","39069893","39114367","44474","2025-09"
"214270","FSN","86851763880","1988","43688010","43690959","2949","2025-09"
"130500","GH신소재","40217016245","2765","14545033","14545052","19","2025-09"
"114090","GKL","825773194500","13350","61855670","61855670","0","2025-09"
"078930","GS","7032188971500","75700","92895495","92915378","19883","2025-09"
"083450","GST","533596659750","29850","17875935","18430000","554065","2025-09"
"006360","GS건설","1948200140250","22950","84888895","85581490","692595","2025-09"
"001250","GS글로벌","217787333280","2640","82495202","82533764","38562","2025-09"
"007070","GS리테일","1880225775000","22500","83565590","83607415","41825","2025-09"
"499790","GS피앤엘","1161357194000","58700","19784620","19830841","46221","2025-09"
"297890","HB솔루션","167858397630","2295","73140914","73140914","0","2025-09"
"440290","HB인베스트먼트","61614403200","2240","27506430","27506430","0","2025-09"
"078150","HB테크놀러지","188371790160","2120","88854618","92715916","3861298","2025-09"
"225530","HC보광산업","103928255860","2860","36338551","36338727","176","2025-09"
"060560","HC홈센타","89483238119","709","126210491","126940008","729517","2025-09"
"012630","HDC","1150914548250","23250","49501701","59741721","10240020","2025-09"
"039570","HDC랩스","195282000500","8500","22974353","25957601","2983248","2025-09"
"089470","HDC현대EP","155918000000","6020","25900000","31900000","6000000","2025-09"
"294870","HDC현대산업개발","1532971771500","24050","63741030","65907330","2166300","2025-09"
"267270","HD건설기계","6956247110000","145000","47974118","47974118","0","2025-09"
"009540","HD한국조선해양","31963012760000","452000","70714630","70773116","58486","2025-09"
"267250","HD현대","20635181560000","292000","70668430","78993085","8324655","2025-09"
"443060","HD현대마린솔루션","7948595695500","177300","44831335","44831335","0","2025-09"
"071970","HD현대마린엔진","3059716864600","90200","33921473","33921495","22","2025-09"
"322000","HD현대에너지솔루션","966560000000","86300","11200000","11200000","0","2025-09"
"267260","HD현대일렉트릭","36388623744000","1011000","35992704","36047135","54431","2025-09"
"329180","HD현대중공업","63186657450000","602000","104961225","104961225","0","2025-09"
"376270","HEM파마","583061405100","81300","7171727","7181727","10000","2025-09"
"097230","HJ중공업","2424270470550","26850","90289403","90295344","5941","2025-09"
"195940","HK이노엔","1611970797900","56900","28329891","28329891","0","2025-09"
"014790","HL D&I","131558638475","3475","37858601","37858601","0","2025-09"
"028300","HLB","7108089394000","53500","132861484","133117504","256020","2025-09"
"003580","HLB글로벌","105367901600","2080","50657645","50663505","5860","2025-09"
"278650","HLB바이오스텝","105081267168","1244","84470472","87005539","2535067","2025-09"
"067630","HLB생명과학","495917851660","4070","121847138","121917058","69920","2025-09"
"024850","HLB이노베이션","448308219360","3040","147469809","147476833","7024","2025-09"
"187420","HLB제넥스","84688607200","2900","29202968","29202968","0","2025-09"
"047920","HLB제약","535931983500","16340","32798775","32799356","581","2025-09"
"115450","HLB테라퓨틱스","246835088220","2940","83957513","84382263","424750","2025-09"
"046210","HLB파나진","86667066524","1906","45470654","45470654","0","2025-09"
"196300","HLB펩","75183589820","8090","9293398","9293398","0","2025-09"
"204320","HL만도","2808035776000","59800","46957120","46957120","0","2025-09"
"060980","HL홀딩스","426974043600","46800","9123377","9213477","90100","2025-09"
"011200","HMM","21835959005500","23150","943237970","943237970","0","2025-09"
"403870","HPSP","3729919833000","45900","81261870","83999120","2737250","2025-09"
"036640","HRS","85662260400","5360","15981765","16354800","373035","2025-09"
"035000","HS애드","137876547300","8700","15847879","16207644","359765","2025-09"
"002460","HS화성","131559733100","13900","9464729","10150000","685271","2025-09"
"487570","HS효성","241646000400","65200","3706227","3725927","19700","2025-09"
"298050","HS효성첨단소재","1137111599000","254500","4468022","4479948","11926","2025-09"
"467930","IBKS제23호스팩","9496350000","2245","4230000","4230000","0","2025-09"
"469480","IBKS제24호스팩","9602100000","2270","4230000","4230000","0","2025-09"
"0099X0","IBKS제25호스팩","13036400000","2180","5980000","5980000",,"자료 없음"
"015360","INVENI","374207700000","84300","4439000","5700000","1261000","2025-09"
"095340","ISC","3826803904000","187000","20464192","21197058","732866","2025-09"
"175330","JB금융지주","6982466175000","37500","186199098","189884601","3685503","2025-09"
"234080","JW생명과학","210899625480","13620","15484554","15834554","350000","2025-09"
"067290","JW신약","138583702000","2480","55880525","56037103","156578","2025-09"
"001060","JW중외제약","880558677900","39050","22549518","23285930","736412","2025-09"
"096760","JW홀딩스","305131547070","4410","69190827","73924942","4734115","2025-09"
"035900","JYP Ent.","2345820577200","70800","33133059","35532492","2399433","2025-09"
"318000","KBG","38103201180","4380","8699361","8740223","40862","2025-09"
"008970","KBI동양철관","196085666700","1890","103749030","103766907","17877","2025-09"
"024840","KBI메탈","64276259445","1845","34838081","34909199","71118","2025-09"
"105560","KB금융","59677607197600","168800","353540327","372850455","19310128","2025-09"
"024120","KB오토시스","42205000000","3670","11500000","11500000","0","2025-09"
"464680","KB제27호스팩","27100500000","2100","12905000","12905000","0","2025-09"
"478390","KB제29호스팩","13186400000","2120","6220000","6220000","0","2025-09"
"486630","KB제30호스팩","11230650000","2115","5310000","5310000","0","2025-09"
"492220","KB제31호스팩","12947850000","2085","6210000","6210000","0","2025-09"
"0037T0","KB제32호스팩","12913200000","2040","6330000","6330000","0","2025-09"
"0072Z0","KB제33호스팩","15809425000","2005","7885000","7885000","0","2025-09"
"002380","KCC","4287481693000","583000","7354171","8886471","1532300","2025-09"
"021320","KCC건설","139618052000","7000","19945436","21400000","1454564","2025-09"
"344820","KCC글라스","483082989900","30300","15943333","15970512","27179","2025-09"
"009070","KCTC","225600000000","7520","30000000","30000000","0","2025-09"
"009440","KC그린홀딩스","17334430596","756","22929141","23239141","310000","2025-09"
"119650","KC코트렐","100782913662","918","109785309","109785309","0","2025-09"
"044180","KD","9829718288","368","26711191","26717799","6608","2025-09"
"092220","KEC","146356329789","729","200763141","200763141","0","2025-09"
"046440","KG모빌리언스","203684680900","5650","36050386","38010802","1960416","2025-09"
"003620","KG모빌리티","865152748800","4275","202374912","202374912","0","2025-09"
"016380","KG스틸","603921901440","6240","96782356","100008897","3226541","2025-09"
"151860","KG에코솔루션","303342595770","7230","41956099","47603002","5646903","2025-09"
"035600","KG이니시스","317026192080","11910","26618488","27554434","935946","2025-09"
"001390","KG케미칼","392682269000","5950","65997020","67233030","1236010","2025-09"
"060720","KH바텍","361854797640","16420","22037442","23677442","1640000","2025-09"
"001940","KISCO홀딩스","315891589500","25250","12510558","14176380","1665822","2025-09"
"058400","KNN","112830121440","852","132429720","132429720","0","2025-09"
"025000","KPX케미칼","239077511400","54600","4378709","4378709","0","2025-09"
"092230","KPX홀딩스","345125906600","87400","3948809","4224646","275837","2025-09"
"000040","KR모터스","34890884704","404","86363576","86375184","11608","2025-09"
"044450","KSS해운","254222931500","11260","22577525","23085880","508355","2025-09"
"101000","KS인더스트리","42790173440","1280","33429823","33446802","16979","2025-09"
"030200","KT","16611449840700","68900","241095063","252021685","10926622","2025-09"
"033780","KT&G","18327661752400","177100","103487644","117976645","14489001","2025-09"
"058850","KTcs","109263539520","2880","37938729","42685000","4746271","2025-09"
"058860","KTis","91093851450","2975","30619782","34802000","4182218","2025-09"
"089600","KT나스미디어","154442268540","13660","11306169","11568163","261994","2025-09"
"418470","KT밀리의서재","129857361240","15160","8565789","8565789","0","2025-09"
"043610","KT지니뮤직","108908330812","1874","58115438","58115438","0","2025-09"
"122450","KX","157566865440","3680","42817083","44819834","2002751","2025-09"
"052900","KX하이텍","94074575504","1456","64611659","65374456","762797","2025-09"
"036560","KZ정밀","222862500000","14150","15750000","15750000","0","2025-09"
"061970","LB세미콘","291249005750","5150","56553205","58083006","1529801","2025-09"
"309960","LB인베스트먼트","157748738980","6860","22995443","23217239","221796","2025-09"
"093050","LF","621308806200","23300","26665614","29240000","2574386","2025-09"
"003550","LG","14892412394000","98500","151192004","154221585","3029581","2025-09"
"034220","LG디스플레이","6655000000000","13310","500000000","500000000","0","2025-09"
"051900","LG생활건강","4002121305000","273000","14659785","15302459","642674","2025-09"
"064400","LG씨엔에스","6937033876800","71600","96885948","96885948","0","2025-09"
"373220","LG에너지솔루션","93951000000000","401500","234000000","234000000","0","2025-09"
"032640","LG유플러스","7490421487500","17500","428024085","429828355","1804270","2025-09"
"011070","LG이노텍","6058113792000","256000","23664507","23667107","2600","2025-09"
"066570","LG전자","20132541256800","123600","162884638","162886387","1749","2025-09"
"037560","LG헬로비전","193617162500","2500","77446865","77446865","0","2025-09"
"051910","LG화학","23789619254000","337000","70592342","70592343","1","2025-09"
"079550","LIG넥스원","10627714125000","486500","21845250","22000000","154750","2025-09"
"225190","LK삼양","164896149600","2340","70468440","70468440","0","2025-09"
"006260","LS","7086267716500","255500","27734903","31700000","3965097","2025-09"
"010120","LS ELECTRIC","20527323481000","691000","29706691","30000000","293309","2025-09"
"000680","LS네트웍스","284478880540","3610","78803014","78803016","2","2025-09"
"060370","LS마린솔루션","1557325157400","30600","50892979","52238854","1345875","2025-09"
"417200","LS머트리얼즈","1089207809900","16100","67652659","67652659","0","2025-09"
"229640","LS에코에너지","1354126268400","44650","30327576","30624879","297303","2025-09"
"078020","LS증권","411310446720","8160","50405692","55481190","5075498","2025-09"
"322180","LS티라유텍","172397148160","8240","20921984","20921984","0","2025-09"
"108320","LX세미콘","915680090000","56300","16264300","16264300","0","2025-09"
"001120","LX인터내셔널","1715668925400","47700","35967902","38760000","2792098","2025-09"
"108670","LX하우시스","286393440000","32000","8949795","8967670","17875","2025-09"
"383800","LX홀딩스","718895380470","9430","76234929","76280690","45761","2025-09"
"476080","M83","65472030000","8110","8073000","8073000","0","2025-09"
"086960","MDS테크","143236882860","1409","101658540","101658540","0","2025-09"
"023150","MH에탄올","28069343880","4380","6408526","7378526","970000","2025-09"
"035420","NAVER","38043886690000","254500","149484820","156852638","7367818","2025-09"
"160550","NEW","57207517300","2050","27906106","27906106","0","2025-09"
"053290","NE능률","31763562054","1922","16526307","16526307","0","2025-09"
"181710","NHN","1281823910400","42400","30231696","32753139","2521443","2025-09"
"060250","NHN KCP","859932027600","22800","37716317","40160611","2444294","2025-09"
"104200","NHN벅스","84909204720","6280","13520574","14827550","1306976","2025-09"
"005940","NH투자증권","13941899361600","39200","355660698","356344369","683671","2025-09"
"034310","NICE","513026995800","14900","34431342","36757157","2325815","2025-09"
"063570","NICE인프라","132998663680","4385","30330368","34147728","3817360","2025-09"
"030190","NICE평가정보","980136253200","16900","57996228","58911527","915299","2025-09"
"008260","NI스틸","104856770880","3720","28187304","28600117","412813","2025-09"
"004250","NPC","130822576500","3975","32911340","36720000","3808660","2025-09"
"222160","NPX","79551289560","8040","9894439","9894439","0","2025-09"
"456040","OCI","762752574000","85200","8952495","8952495","0","2025-09"
"010060","OCI홀딩스","2823293362800","152400","18525547","18670232","144685","2025-09"
"178920","PI첨단소재","587326440000","20000","29366322","29366322","0","2025-09"
"001340","PKC","307719275790","6970","44149107","44918407","769300","2025-09"
"024940","PN풍년","48027254800","5110","9398680","10000000","601320","2025-09"
"005490","POSCO홀딩스","29794586926000","394000","75620779","80932952","5312173","2025-09"
"332570","PS일렉트로닉스","254849814620","5420","47020261","47020261","0","2025-09"
"218410","RFHIC","1602263969600","63200","25352278","26503442","1151164","2025-09"
"327260","RF머트리얼즈","368720010000","45000","8193778","8441135","247357","2025-09"
"474610","RF시스템즈","103994960550","7670","13558665","13752093","193428","2025-09"
"091340","S&K폴리텍","24577804485","2295","10709283","11703721","994438","2025-09"
"010950","S-Oil","13509935040000","120000","112582792","112582792","0","2025-09"
"419530","SAMG엔터","342795872250","37350","9177935","9824515","646580","2025-09"
"019550","SBI인베스트먼트","149862434790","930","161142403","162066575","924172","2025-09"
"034120","SBS","350008194780","18870","18548394","18551238","2844","2025-09"
"003080","SB성보","53671177540","2740","19588021","20020000","431979","2025-09"
"246960","SCL사이언스","71941014360","2115","34014664","34017047","2383","2025-09"
"099220","SDN","77169773100","1226","62944350","64944350","2000000","2025-09"
"036540","SFA반도체","1198584142690","7310","163964999","164460303","495304","2025-09"
"255220","SG","281016327000","3000","93672109","104270315","10598206","2025-09"
"040610","SG&G","75759963070","2245","33746086","34087196","341110","2025-09"
"184230","SGA솔루션즈","52235303670","590","88534413","88776993","242580","2025-09"
"016250","SGC E&C","95887449810","19070","5028183","5036986","8803","2025-09"
"005090","SGC에너지","664173856200","46100","14407242","14409333","2091","2025-09"
"001380","SG글로벌","75494796097","1679","44964143","44964143","0","2025-09"
"004060","SG세계물산","116978479830","591","197933130","202424960","4491830","2025-09"
"001770","SHD","20920199160","17220","1214878","1214878","0","2025-09"
"002360","SH에너지화학","43547857749","401","108598149","111133730","2535581","2025-09"
"009160","SIMPAC","279640858240","5240","53366576","65370968","12004392","2025-09"
"033530","SJG세종","286213323420","10580","27052299","27820961","768662","2025-09"
"123700","SJM","59922808320","3840","15604898","15604898","0","2025-09"
"025530","SJM홀딩스","51565325755","3805","13551991","14934008","1382017","2025-09"
"034730","SK","20800144526000","381500","54522004","72502703","17980699","2025-09"
"357880","SKAI","107164256130","2285","46899018","46899018","0","2025-09"
"011790","SKC","3781613157000","111000","34068587","37868298","3799711","2025-09"
"018670","SK가스","2207056293000","245500","8990046","9245244","255198","2025-09"
"001740","SK네트웍스","1088038238100","5610","193946210","221277902","27331692","2025-09"
"006120","SK디스커버리","1066278081400","62300","17115218","18347855","1232637","2025-09"
"210980","SK디앤디","248949497580","13380","18606091","18617382","11291","2025-09"
"302440","SK바이오사이언스","3898204639700","49700","78434701","78434701","0","2025-09"
"326030","SK바이오팜","8755421350000","111800","78313250","78313250","0","2025-09"
"402340","SK스퀘어","76225090600000","580000","131422570","132087115","664545","2025-09"
"361610","SK아이이테크놀로지","2171447505000","26550","81787100","81787100","0","2025-09"
"100090","SK오션플랜트","1168965793590","18710","62478129","62478129","0","2025-09"
"096770","SK이노베이션","21180660736400","127600","165992639","169052788","3060149","2025-09"
"475150","SK이터닉스","1013623130950","30050","33731219","33754042","22823","2025-09"
"001510","SK증권","773590693407","1869","413906203","472590171","58683968","2025-09"
"285130","SK케미칼","1112114390800","64400","17268857","17298766","29909","2025-09"
"017670","SK텔레콤","17208967820000","80800","212982275","214790053","1807778","2025-09"
"000660","SK하이닉스","655242049332000","949000","690455268","728002365","37547097","2025-09"
"048550","SM C&C","118814978826","1238","95973327","96714620","741293","2025-09"
"063440","SM Life Design","76178249870","1655","46029154","46029154","0","2025-09"
"003570","SNT다이내믹스","1361101996800","57600","23630243","33252697","9622454","2025-09"
"064960","SNT모티브","861608932800","36150","23834272","26540272","2706000","2025-09"
"100840","SNT에너지","974222624400","49300","19761108","20680783","919675","2025-09"
"036530","SNT홀딩스","1023995802200","69100","14819042","16303886","1484844","2025-09"
"067160","SOOP","745983280000","70000","10656904","11494767","837863","2025-09"
"005610","SPC삼립","414176895300","51100","8105223","8629009","523786","2025-09"
"011810","STX","109359576500","3530","30980050","31017927","37877","2025-09"
"465770","STX그린로지스","49226225100","6890","7144590","7171032","26442","2025-09"
"077970","STX엔진","1481120465400","36900","40138766","40148063","9297","2025-09"
"002820","SUN&L","28951689600","2400","12063204","12607989","544785","2025-09"
"289080","SV인베스트먼트","213463145460","3930","54316322","54316322","0","2025-09"
"084870","TBH글로벌","32753667856","1601","20458256","20856819","398563","2025-09"
"002710","TCC스틸","420729836850","16050","26213697","26213697","0","2025-09"
"013720","THE CUBE&","41993197021","691","60771631","60828143","56512","2025-09"
"089230","THE E&M","31179786134","1022","30508597","30512953","4356","2025-09"
"032540","TJ미디어","82893073550","5950","13931609","13931609","0","2025-09"
"069260","TKG휴켐스","780847346950","20350","38370877","40878588","2507711","2025-09"
"007980","TP","95941211655","2055","46686721","51175130","4488409","2025-09"
"048770","TPC","55099948410","3510","15697991","15697991","0","2025-09"
"246690","TS인베스트먼트","82701337240","1880","43990073","44671615","681542","2025-09"
"317240","TS트릴리온","49980807588","354","141188722","141188722","0","2025-09"
"002900","TYM","283524981210","7830","36210087","41400000","5189913","2025-09"
"024070","WISCOM","29350128770","1915","15326438","15326438","0","2025-09"
"057030","YBM넷","46772762830","2890","16184347","16312697","128350","2025-09"
"037270","YG PLUS","467923858500","7350","63663110","63663110","0","2025-09"
"040300","YTN","174736131700","3665","47676980","47676980","0","2025-09"
"051390","YW","32524383600","4050","8030712","11355368","3324656","2025-09"
"052220","iMBC","76475000000","3325","23000000","23000000","0","2025-09"
"139130","iM금융지주","3448516764350","21650","159284839","160624583","1339744","2025-09"
"079940","가비아","421402889400","32600","12926469","13420684","494215","2025-09"
"078890","가온그룹","104844705900","6140","17075685","18424943","1349258","2025-09"
"000500","가온전선","1487226038500","89900","16543115","16543115","0","2025-09"
"399720","가온칩스","783028350000","67500","11600420","11600420","0","2025-09"
"036620","감성코퍼레이션","605337422910","6710","90214221","90503771","289550","2025-09"
"000860","강남제비스코","244270000000","18790","13000000","13000000","0","2025-09"
"198440","강동씨앤엘","67092431248","1102","60882424","60931896","49472","2025-09"
"217730","강스템바이오텍","212562376740","2260","94054149","94054149","0","2025-09"
"035250","강원랜드","3885866212760","19390","200405684","213940500","13534816","2025-09"
"114190","강원에너지","412482770020","15790","26123038","26123038","0","2025-09"
"094480","갤럭시아머니트리","439374185600","11200","39229838","39229838","0","2025-09"
"011420","갤럭시아에스엠","53033064700","1925","27549644","27549644","0","2025-09"
"039240","경남스틸","73384522880","2720","26979604","26979604","0","2025-09"
"053950","경남제약","48607478162","622","78147071","78147358","287","2025-09"
"002100","경농","173465751500","9710","17864650","19522575","1657925","2025-09"
"009450","경동나비엔","987135255600","68300","14452932","14568592","115660","2025-09"
"267290","경동도시가스","141075726650","23950","5890427","5895406","4979","2025-09"
"012320","경동인베스트","194487398400","89200","2180352","2365023","184671","2025-09"
"011040","경동제약","159335786700","5910","26960370","30768766","3808396","2025-09"
"000050","경방","261361182300","10490","24915270","27415270","2500000","2025-09"
"214390","경보제약","145592777400","6090","23906860","23906860","0","2025-09"
"012610","경인양행","191262984720","4665","40999568","41616365","616797","2025-09"
"009140","경인전자","26962515900","20700","1302537","1570797","268260","2025-09"
"024910","경창산업","72769034600","2045","35583880","35819005","235125","2025-09"
"013580","계룡건설","248018316000","28000","8857797","8930907","73110","2025-09"
"012200","계양전기","191920944450","7050","27222829","27222829","0","2025-09"
"002140","고려산업","63528906500","2575","24671420","24939425","268005","2025-09"
"049720","고려신용정보","149822922000","10750","13937016","14300000","362984","2025-09"
"010130","고려아연","32783088186000","1663000","19713222","20872969","1159747","2025-09"
"002240","고려제강","654359817500","24250","26983910","27000000","16090","2025-09"
"014570","고려제약","44793404820","4140","10819663","11000000","180337","2025-09"
"348150","고바이오랩","95638028325","4925","19418889","19418889","0","2025-09"
"098460","고영","2105191055000","31900","65993450","68654755","2661305","2025-09"
"035290","골드앤에스","15041929440","631","23838240","23838240","0","2025-09"
"215000","골프존","365110080000","60800","6005100","6275415","270315","2025-09"
"121440","골프존홀딩스","212436081000","5500","38624742","42836818","4212076","2025-09"
"366030","공구우먼","143851947500","6350","22653850","22653850","0","2025-09"
"009290","광동제약","381259517600","10400","36659569","49799808","13140239","2025-09"
"017040","광명전기","63099567440","1456","43337615","43337615","0","2025-09"
"029480","광무","153268058550","2550","60105121","61879864","1774743","2025-09"
"017900","광전자","99266976873","1971","50363763","57943763","7580000","2025-09"
"037710","광주신세계","306612314400","40200","7627172","7957190","330018","2025-09"
"026910","광진실업","15565134150","2430","6405405","6405405","0","2025-09"
"465320","교보15호스팩","8896350000","2335","3810000","3810000","0","2025-09"
"482520","교보16호스팩","12779500000","2095","6100000","6100000","0","2025-09"
"489210","교보17호스팩","11111100000","2145","5180000","5180000","0","2025-09"
"0041B0","교보18호스팩","10558800000","2095","5040000","5040000","0","2025-09"
"0098T0","교보19호스팩","11178000000","2070","5400000","5400000",,"자료 없음"
"030610","교보증권","1887175749360","16720","112869363","113962961","1093598","2025-09"
"339770","교촌에프앤비","243080114200","4865","49965080","49965080","0","2025-09"
"053270","구영테크","64687367680","2480","26083616","27410405","1326789","2025-09"
"007690","국도화학","339160272000","39500","8586336","9260832","674496","2025-09"
"066620","국보디자인","169865794800","25700","6609564","7500000","890436","2025-09"
"043650","국순당","64535910600","4100","15740466","17858304","2117838","2025-09"
"006050","국영지앤엠","46877121069","1383","33895243","34895243","1000000","2025-09"
"060480","국일신동","17477840000","1576","11090000","11090000","0","2025-09"
"078130","국일제지","368661719817","327","1127405871","1127405871","0","2025-09"
"307750","국전약품","158055228450","3150","50176263","50176380","117","2025-09"
"002720","국제약품","94889259320","4660","20362502","21159832","797330","2025-09"
"035080","그래디언트","136362488460","11770","11585598","13676598","2091000","2025-09"
"318060","그래피","617591623500","55500","11127777","11127777","0","2025-09"
"453450","그리드위즈","149482555000","18820","7942750","7942750","0","2025-09"
"204020","그리티","40969125080","2120","19325059","19450832","125773","2025-09"
"0015G0","그린광학","446451939150","38150","11702541","11702541","0","2025-09"
"402490","그린리소스","161347853120","9740","16565488","16565488","0","2025-09"
"114450","그린생명과학","56212599150","2945","19087470","20000000","912530","2025-09"
"083420","그린케미칼","145789525000","6250","23326324","24000000","673676","2025-09"
"186230","그린플러스","53225323080","4910","10840188","10920188","80000","2025-09"
"014530","극동유화","126260325000","3750","33669420","34869420","1200000","2025-09"
"204620","글로벌텍스프리","371039502240","5280","70272633","70283330","10697","2025-09"
"019660","글로본","31580088660","2265","13942644","13944333","1689","2025-09"
"014280","금강공업","156126999770","5810","26872117","29329357","2457240","2025-09"
"053260","금강철강","65301725100","4155","15716420","18720000","3003580","2025-09"
"008870","금비","41252400000","50400","818500","1000000","181500","2025-06"
"001570","금양","632041443000","9900","63842570","63967196","124626","2025-09"
"282720","금양그린파워","158921073000","13170","12066900","12119500","52600","2025-09"
"002990","금호건설","182927112610","5090","35938529","36996760","1058231","2025-09"
"011780","금호석유화학","3278538114000","145500","22532908","26031742","3498834","2025-09"
"214330","금호에이치티","104865828871","523","200508277","218046510","17538233","2025-09"
"001210","금호전기","51524207937","849","60688113","61553997","865884","2025-09"
"073240","금호타이어","2025185023350","7050","287260287","287260287","0","2025-09"
"036190","금화피에스시","214380177000","36300","5905790","6000000","94210","2025-09"
"049080","기가레인","31914879248","376","84879998","84883347","3349","2025-09"
"420770","기가비스","747869722000","59000","12675758","12675758","0","2025-09"
"035460","기산텔레콤","32215921400","2210","14577340","14577340","0","2025-09"
"092440","기신정기","69058000000","2365","29200000","29200000","0","2025-09"
"000270","기아","65841877206400","171800","383247248","390412998","7165750","2025-09"
"024110","기업은행","22766508502850","28550","797425867","797425869","2","2025-09"
"013700","까뮤이앤씨","78452839790","1313","59750830","59750830","0","2025-09"
"004540","깨끗한나라","70568371170","1895","37239246","37240693","1447","2025-09"
"407400","꿈비","70385204925","4905","14349685","14634534","284849","2025-09"
"187790","나노","118686557070","3870","30668361","30840830","172469","2025-09"
"121600","나노신소재","853095972000","71200","11981685","12211191","229506","2025-09"
"286750","나노실리칸첨단소재","51533006948","1609","32027972","32028857","885","2025-09"
"247660","나노씨엠에스","21285208000","4900","4343920","4343920","0","2025-09"
"039860","나노엔텍","172942460620","4540","38093053","38093053","0","2025-09"
"091970","나노캠텍","22201603310","610","36396071","37673903","1277832","2025-09"
"417010","나노팀","241669281440","11980","20172728","20172728","0","2025-09"
"405920","나라셀라","31702602150","2550","12432393","12878076","445683","2025-09"
"478340","나라스페이스테크놀로지","626273991300","54300","11533591","11533591",,"자료 없음"
"051490","나라엠앤디","52565272900","3980","13207355","14200000","992645","2025-09"
"137080","나래나노텍","49877993220","4510","11059422","11059422","0","2025-09"
"190510","나무가","324031753800","23150","13997052","14045317","48265","2025-09"
"242040","나무기술","122145342900","3675","33236828","34606264","1369436","2025-09"
"293580","나우IB","196979646250","2075","94929950","94929950","0","2025-09"
"459510","나우로보틱스","362750696000","28000","12955382","12955382","0","2025-09"
