종목코드,종목명,자기주식 제외 시가총액(A*B),종가,자기주식 제외 발행주식수(B=C-D),총발행주식수(C),자기주식수(D),자기주식수 반영시점
"439580","블루엠텍","150786366885","4455","33846547","33846547","0","2025-09"
"033560","블루콤","49479867135","3095","15987033","17100000","1112967","2025-09"
"369370","블리츠웨이엔터테인먼트","79464092124","1668","47640343","49871911","2231568","2025-09"
"126340","비나텍","733273788700","112100","6541247","6733708","192461","2025-09"
"121800","비덴트","256296018720","3320","77197596","77201611","4015","2025-09"
"082800","비보존 제약","187297049520","3780","49549484","50104666","555182","2025-09"
"318410","비비씨","40831036050","7350","5555243","5555243","0","2025-09"
"002070","비비안","26213724660","580","45196077","45196077","0","2025-09"
"100220","비상교육","66893271900","5460","12251515","12996741","745226","2025-09"
"419540","비스토스","23627085810","1055","22395342","22992511","597169","2025-09"
"146320","비씨엔씨","200794968240","15810","12700504","12797923","97419","2025-09"
"200780","비씨월드제약","50932281760","5480","9294212","9736240","442028","2025-09"
"413640","비아이매트릭스","70794419500","9940","7122175","7206940","84765","2025-09"
"141000","비아트론","93668464800","9120","10270665","12114710","1844045","2025-09"
"090460","비에이치","652476913800","20100","32461538","33711538","1250000","2025-09"
"083650","비에이치아이","2732190432200","88300","30942134","30944375","2241","2025-09"
"473370","비엔케이제2호스팩","11345950000","2695","4210000","4210000","0","2025-09"
"0068Y0","비엔케이제3호스팩","8813950000","2045","4310000","4310000",,"자료 없음"
"065170","비엘팜텍","123390166875","4625","26678955","26683025","4070","2025-09"
"086670","비엠티","132367347640","13640","9704351","9925885","221534","2025-09"
"230980","비유테크놀러지","21370405721","229","93320549","93320557","8","2025-09"
"488900","비츠로넥스텍","601261192250","20750","28976443","28976443",,"자료 없음"
"082920","비츠로셀","943625088000","21000","44934528","45339477","404949","2025-09"
"054220","비츠로시스","39089408812","652","59953081","59953081","0","2025-09"
"042370","비츠로테크","311256297000","11880","26200025","26200025","0","2025-09"
"050090","비케이홀딩스","13850333765","703","19701755","19784735","82980","2025-09"
"148780","비큐AI","45879312775","1459","31445725","31445725","0","2025-09"
"307870","비투엔","75408670926","1266","59564511","59564511","0","2025-09"
"377030","비트맥스","57915140624","1381","41937104","41937104","0","2025-09"
"032850","비트컴퓨터","84507138650","5450","15505897","16623293","1117396","2025-09"
"049470","비트플래닛","82026716136","699","117348664","117724498","375834","2025-09"
"238200","비피도","23026700000","2815","8180000","8180000","0","2025-09"
"093190","빅솔론","114217297000","7940","14385050","19238905","4853855","2025-09"
"065450","빅텍","127934752000","4465","28652800","28652800","0","2025-09"
"044480","빌리언스","19117303536","237","80663728","80663728","0","2025-09"
"005180","빙그레","754205625300","85300","8841801","9555703","713902","2025-09"
"069540","빛과전자","68004020595","1115","60990153","60990153","0","2025-09"
"072950","빛샘전자","53350755840","6660","8010624","8052610","41986","2025-09"
"451250","삐아","87338711530","8890","9824377","10225877","401500","2025-09"
"143240","사람인","149606916750","14250","10498731","11709263","1210532","2025-09"
"466410","사이냅소프트","57495215340","11910","4827474","5037023","209549","2025-09"
"003960","사조대림","343760725450","38450","8940461","9164467","224006","2025-09"
"008040","사조동아원","156027436758","1107","140946194","141144600","198406","2025-09"
"007160","사조산업","318500000000","63700","5000000","5000000","0","2025-09"
"014710","사조씨푸드","160821191620","9340","17218543","17218543","0","2025-09"
"006090","사조오양","83673895680","8880","9422736","9422739","3","2025-09"
"223310","사토시홀딩스","47352663540","1820","26017947","26023214","5267","2025-09"
"452430","사피엔반도체","283484982000","34500","8216956","8218046","1090","2025-09"
"419120","산돌","61146252675","4275","14303217","14718362","415145","2025-09"
"062040","산일전기","4560473271200","149600","30484447","30545200","60753","2025-09"
"122350","삼기","66850321248","1761","37961568","38339428","377860","2025-09"
"419050","삼기에너지솔루션즈","97977159120","1713","57196240","57196240","0","2025-09"
"014970","삼륭물산","103923250000","7010","14825000","15125000","300000","2025-09"
"018310","삼목에스폼","290002462800","20400","14215807","14700000","484193","2025-09"
"012210","삼미금속","373935402200","16850","22192012","22192012",,"자료 없음"
"053700","삼보모터스","201045725060","8180","24577717","25225951","648234","2025-09"
"009620","삼보산업","28106829036","1716","16379271","16386091","6820","2025-09"
"023600","삼보판지","172249308000","10760","16008300","16008300","0","2025-09"
"001470","삼부토건","79699592928","347","229681824","229681824","0","2025-09"
"028050","삼성E&A","6977600000000","35600","196000000","196000000","0","2025-09"
"006400","삼성SDI","31056163878000","402000","77254139","80585530","3331391","2025-09"
"006660","삼성공조","109500470380","13930","7860766","8126314","265548","2025-09"
"028260","삼성물산","53677469311000","331000","162167581","169976544","7808963","2025-09"
"207940","삼성바이오로직스","80361090936000","1736000","46290951","46290951","0","2025-09"
"032830","삼성생명","39326876601000","219000","179574779","200000000","20425221","2025-09"
"0044K0","삼성스팩10호","15528800000","2065","7520000","7520000","0","2025-09"
"0071M0","삼성스팩11호","11808000000","2050","5760000","5760000","0","2025-09"
"0096B0","삼성스팩12호","13686400000","2080","6580000","6580000",,"자료 없음"
"0115H0","삼성스팩13호","15729000000","2140","7350000","7350000",,"자료 없음"
"018260","삼성에스디에스","13327437047800","172300","77350186","77377800","27614","2025-09"
"0126Z0","삼성에피스홀딩스","15253309037000","613000","24883049","24883049",,"자료 없음"
"009150","삼성전기","27405523392000","377000","72693696","74693696","2000000","2025-09"
"005930","삼성전자","1107945527826500","190100","5828224765","5919637922","91413157","2025-09"
"001360","삼성제약","205182245280","2180","94120296","94162079","41783","2025-09"
"010140","삼성중공업","25194049344500","29500","854035571","880000000","25964429","2025-09"
"016360","삼성증권","10224850000000","114500","89300000","89300000","0","2025-09"
"068290","삼성출판사","104000000000","10400","10000000","10000000","0","2025-09"
"029780","삼성카드","7192300843000","67400","106710695","115858891","9148196","2025-09"
"000810","삼성화재","24613886928000","618000","39828296","46011155","6182859","2025-09"
"006110","삼아알미늄","483950560000","32000","15123455","15123455","0","2025-09"
"009300","삼아제약","98935173820","16210","6103342","6370000","266658","2025-09"
"0120G0","삼양바이오팜","710125585000","95500","7435870","7435870",,"자료 없음"
"145990","삼양사","506516740000","52400","9666350","10313449","647099","2025-09"
"003230","삼양식품","8681260992000","1164000","7458128","7533015","74887","2025-09"
"482630","삼양엔씨켐","247884771000","22650","10944140","10944140","0","2025-09"
"484590","삼양컴텍","520900088000","12640","41210450","41210450","0","2025-09"
"036670","삼양케이씨아이","69726096000","6480","10760200","11270000","509800","2025-09"
"002170","삼양통상","161304000000","61100","2640000","3000000","360000","2025-09"
"272550","삼양패키징","191820808380","12730","15068406","15068406","0","2025-09"
"000070","삼양홀딩스","495069608000","71600","6914380","7763191","848811","2025-09"
"003720","삼영","301912575650","9170","32923945","34000000","1076055","2025-09"
"002810","삼영무역","383411262000","21750","17628104","18466948","838844","2025-09"
"361670","삼영에스앤씨","16009313460","2870","5578158","5667658","89500","2025-09"
"054540","삼영엠텍","182071300000","15010","12130000","13000000","870000","2025-09"
"065570","삼영이엔씨","12295692232","764","16093838","16093838","0","2025-09"
"005680","삼영전자","229938744200","12100","19003202","20000000","996798","2025-09"
"023000","삼원강재","97362892200","2450","39739956","40000000","260044","2025-09"
"004380","삼익THK","203184000000","9960","20400000","20700000","300000","2025-09"
"002450","삼익악기","92605654470","1218","76030915","90530915","14500000","2025-09"
"014950","삼익제약","131416741770","14290","9196413","9196413","0","2025-09"
"032280","삼일","22661161920","1461","15510720","16213590","702870","2025-09"
"002290","삼일기업공사","47182000000","3805","12400000","12400000","0","2025-09"
"004440","삼일씨엔에스","73717973130","5790","12731947","12731947","0","2025-09"
"000520","삼일제약","239682782370","11290","21229653","21691811","462158","2025-09"
"009770","삼정펄프","88623971950","35450","2499971","2499971","0","2025-09"
"037460","삼지전자","341495678700","22950","14879986","16318522","1438536","2025-09"
"032750","삼진","31993830610","3545","9025058","9031122","6064","2025-09"
"0013V0","삼진식품","113866170880","11480","9918656","9918656",,"자료 없음"
"054090","삼진엘앤디","17301307154","698","24786973","24959232","172259","2025-09"
"005500","삼진제약","229001167750","19610","11677775","13320000","1642225","2025-09"
"000250","삼천당제약","14954815554000","643000","23257878","23457472","199594","2025-09"
"004690","삼천리","540311145000","157800","3424025","4055025","631000","2025-09"
"024950","삼천리자전거","49862992160","4120","12102668","13273577","1170909","2025-09"
"038500","삼표시멘트","1557700039520","14510","107353552","107916306","562754","2025-09"
"437730","삼현","1546584274700","49150","31466618","31707567","240949","2025-09"
"017480","삼현철강","70728436200","4580","15442890","15702890","260000","2025-09"
"010960","삼호개발","93576600000","4185","22360000","24120000","1760000","2025-09"
"046390","삼화네트웍스","35551268628","898","39589386","43172933","3583547","2025-09"
"004450","삼화왕관","53403065100","29700","1798083","2154379","356296","2025-09"
"009470","삼화전기","306881248000","46400","6613820","6613820","0","2025-09"
"011230","삼화전자","52221880925","2725","19163993","19165785","1792","2025-09"
"001820","삼화콘덴서","449944850000","43850","10261000","10395000","134000","2025-09"
"000390","삼화페인트","241448266710","9730","24814827","27203469","2388642","2025-09"
"027580","상보","40277553745","715","56332243","59181279","2849036","2025-09"
"038540","상상인","116836329260","2135","54724276","55328313","604037","2025-09"
"452670","상상인제4호스팩","11014200000","2110","5220000","5220000","0","2025-09"
"001290","상상인증권","136761563367","1287","106263841","108337120","2073279","2025-09"
"041650","상신브레이크","53144050950","2745","19360310","21471450","2111140","2025-09"
"091580","상신이디피","225646747670","16930","13328219","13328219","0","2025-09"
"263810","상신전자","49276095430","3095","15921194","15924825","3631","2025-09"
"089980","상아프론테크","370275396250","23750","15590543","15989037","398494","2025-09"
"042940","상지건설","69994191960","10260","6822046","6828712","6666","2025-09"
"042600","새로닉스","168551020820","13780","12231569","12423574","192005","2025-09"
"075180","새론오토모티브","61440000000","3200","19200000","19200000","0","2025-09"
"107600","새빗켐","184102765800","32700","5630054","5630054","0","2025-09"
"411080","샌즈랩","105499378580","6910","15267638","15267638","0","2025-09"
"252990","샘씨엔에스","650670520500","11050","58884210","60217889","1333679","2025-09"
"007540","샘표","111253833600","55200","2015468","2875800","860332","2025-09"
"248170","샘표식품","133116273400","29150","4566596","4568286","1690","2025-09"
"378800","샤페론","88647890427","1917","46243031","46243031","0","2025-09"
"294630","서남","140005153890","5310","26366319","26366319","0","2025-09"
"038070","서린바이오","54262779570","6290","8626833","9100676","473843","2025-09"
"006730","서부T&D","1089643722000","17250","63167752","64926923","1759171","2025-09"
"079650","서산","33040000000","1652","20000000","20000000","0","2025-09"
"100660","서암기계공업","61488000000","4880","12600000","12600000","0","2025-09"
"007860","서연","243989894640","11240","21707286","23479844","1772558","2025-09"
"200880","서연이화","451009714190","16690","27022751","27028437","5686","2025-09"
"019770","서연탑메탈","46949500000","4030","11650000","11650000","0","2025-09"
"017390","서울가스","274115602400","69700","3932792","5000000","1067208","2025-09"
"043710","서울리거","77905775700","900","86561973","86562510","537","2025-09"
"092190","서울바이오시스","144051030305","3185","45227953","45868383","640430","2025-09"
"046890","서울반도체","418913356200","7430","56381340","58305400","1924060","2025-09"
"031210","서울보증보험","4328939076000","62000","69821598","69821598","0","2025-09"
"004410","서울식품","67110097592","172","390174986","390175136","150","2025-09"
"063170","서울옥션","156584267400","9300","16837018","17774267","937249","2025-09"
"027040","서울전자통신","14752691616","212","69588168","69588847","679","2025-09"
"018680","서울제약","33345652340","2860","11659319","11659319","0","2025-09"
"036120","서울평가정보","72205228540","2140","33740761","35500000","1759239","2025-09"
"021050","서원","60340203890","1271","47474590","47474590","0","2025-09"
"093920","서원인텍","98580000000","5300","18600000","18600000","0","2025-09"
"189860","서전기전","45002339200","4640","9698780","9698780","0","2025-09"
"178320","서진시스템","2178163788250","37750","57699703","57799703","100000","2025-09"
"122690","서진오토모티브","63241631100","2755","22955220","23079166","123946","2025-09"
"140070","서플러스글로벌","73078248640","2120","34470872","36988000","2517128","2025-09"
"011370","서한","108289877175","1095","98894865","100894865","2000000","2025-09"
"065710","서호전기","237701188400","52600","4519034","5150000","630966","2025-09"
"008490","서흥","261299155500","23500","11119113","11569113","450000","2025-09"
"035890","서희건설","300853262145","1623","185368615","229808457","44439842","2025-09"
"357550","석경에이티","306988795000","56500","5433430","5455000","21570","2025-09"
"003100","선광","150016500000","23850","6290000","6600000","310000","2025-09"
"007610","선도전기","50907057000","3000","16969019","18000000","1030981","2025-09"
"067370","선바이오","67331153110","5590","12044929","12193555","148626","2025-09"
"217620","선샤인푸드","26508981780","3810","6957738","7035087","77349","2025-06"
"171090","선익시스템","1161177581000","131000","8863951","9602955","739004","2025-09"
"136490","선진","307227367360","12920","23779208","23779604","396","2025-09"
"086710","선진뷰티사이언스","119742292200","9970","12010260","12203280","193020","2025-09"
"014620","성광벤드","1064950296400","40100","26557364","26557364","0","2025-09"
"037350","성도이엔지","104014780000","7460","13943000","15210000","1267000","2025-09"
"014910","성문전자","38733041562","1866","20757257","22460985","1703728","2025-09"
"004980","성신양회","254414273350","10550","24115097","24516073","400976","2025-09"
"011300","성안머티리얼스","55752891214","358","155734333","155747208","12875","2025-09"
"458650","성우","210338466600","13980","15045670","15045670","0","2025-09"
"081580","성우전자","41964969240","2760","15204699","15508143","303444","2025-09"
"045300","성우테크론","31194915625","3125","9982373","10347365","364992","2025-09"
"015750","성우하이텍","692727195380","8660","79991593","80000000","8407","2025-09"
"365340","성일하이텍","813657159000","66500","12235446","12235446","0","2025-09"
"000180","성창기업지주","123669586800","1773","69751600","69751600","0","2025-09"
"080470","성창오토텍","33361000000","4570","7300000","7300000","0","2025-09"
"043260","성호전자","1631224929000","23000","70922823","70922823","0","2025-09"
"148150","세경하이테크","170368226600","5060","33669610","35542818","1873208","2025-09"
"002420","세기상사","30804931680","5160","5969948","5969948","0","2025-09"
"061090","세나테크놀로지","250515236400","44850","5585624","5585624","0","2025-09"
"188260","세니젠","12081308302","1702","7098301","7228470","130169","2025-09"
"053060","세동","23254113594","1317","17656882","17657419","537","2025-09"
"340440","세림B&G","37629704034","1326","28378359","28378364","5","2025-09"
"017510","세명전기","166638780000","10930","15246000","15246000","0","2025-09"
"490470","세미파이브","968263020900","28650","33796266","33796266",,"자료 없음"
"004360","세방","300992885400","16420","18330870","19115603","784733","2025-09"
"004490","세방전지","914163624400","69200","13210457","13860000","649543","2025-09"
"011560","세보엠이씨","155132617500","15750","9849690","10530000","680310","2025-09"
"396300","세아메카닉스","116553800000","4400","26489500","26489500","0","2025-09"
"001430","세아베스틸지주","2664555441700","74300","35862119","35862119","0","2025-09"
"306200","세아제강","394254080000","140800","2800100","2836300","36200","2025-09"
"003030","세아제강지주","618594579100","153100","4040461","4141657","101196","2025-09"
"058650","세아홀딩스","679728467500","161500","4208845","4313236","104391","2025-09"
"013000","세우글로벌","32606586416","1136","28702981","28705031","2050","2025-09"
"100700","세운메디칼","110925510000","2630","42177000","43800000","1623000","2025-09"
"024830","세원물산","102371000000","12260","8350000","8350000","0","2025-09"
"021820","세원정공","149800000000","14980","10000000","10000000","0","2025-09"
"067830","세이브존I&C","126612528000","3360","37682300","41040895","3358595","2025-09"
"258830","세종메디칼","27094088612","412","65762351","65786351","24000","2025-09"
"036630","세종텔레콤","80584308480","8070","9985664","10000000","14336","2025-09"
"039310","세중","24518615451","1353","18121667","18121667","0","2025-09"
"075580","세진중공업","1136989120000","20000","56849456","56849456","0","2025-09"
"067770","세진티에스","17545382235","2115","8295689","8396593","100904","2025-09"
"053450","세코닉스","86014386360","5880","14628297","14792803","164506","2025-09"
"222810","세토피아","81163387800","5400","15030257","15131870","101613","2025-09"
"252500","세화피앤씨","31654115570","763","41486390","41486390","0","2025-09"
"321370","센서뷰","127075895625","2625","48409865","48409865","0","2025-09"
"347000","센코","87952705020","2370","37110846","37810846","700000","2025-09"
"331920","셀레믹스","38208212640","4680","8164148","8164148","0","2025-09"
"352770","셀레스트라","13406226750","5250","2553567","2592407","38840","2025-09"
"471820","셀로맥스사이언스","60266112780","5420","11119209","11581203","461994","2025-09"
"049180","셀루메드","116633790412","1402","83191006","83200014","9008","2025-09"
"299660","셀리드","90574139390","3070","29502977","29502977","0","2025-09"
"108860","셀바스AI","338312449320","12570","26914276","26914790","514","2025-09"
"208370","셀바스헬스케어","126787664470","4930","25717579","25740564","22985","2025-09"
"318160","셀바이오휴먼텍","64131890220","7870","8148906","9341201","1192295","2025-09"
"308430","셀비온","515185126500","40150","12831510","12831510","0","2025-09"
"068270","셀트리온","52970034238000","242000","218884439","231048261","12163822","2025-09"
"068760","셀트리온제약","3265647307200","75200","43426161","43681920","255759","2025-09"
"068940","셀피글로벌","35287844806","778","45357127","45912716","555589","2025-09"
"007720","소노스퀘어","62093077200","616","100800450","100800450","0","2025-09"
"290690","소룩스","181835351520","3730","48749424","48754156","4732","2025-09"
"032680","소프트센","28051160752","269","104279408","105590764","1311356","2025-09"
"258790","소프트캠프","31388055468","1309","23978652","24991284","1012632","2025-09"
"066910","손오공","45112385700","675","66833164","66933164","100000","2025-09"
"215090","솔디펜스","75556746095","3265","23141423","23155661","14238","2025-09"
"336370","솔루스첨단소재","643846772660","9170","70212298","70217344","5046","2025-09"
"248070","솔루엠","857345111480","17930","47816236","47816236","0","2025-09"
"035610","솔본","109247258015","3995","27345997","27345997","0","2025-09"
"357780","솔브레인","3197488880000","417500","7658656","7778566","119910","2025-09"
"036830","솔브레인홀딩스","1082467932700","53900","20082893","20964056","881163","2025-09"
"304100","솔트룩스","343812241500","27300","12593855","12593855","0","2025-09"
"328380","솔트웨어","27614132676","817","33799428","34262778","463350","2025-09"
"004430","송원산업","224640000000","9360","24000000","24000000","0","2025-09"
"086980","쇼박스","180758010000","2895","62438000","62638000","200000","2025-09"
"017550","수산세보틱스","120055926120","1924","62399130","62399130","0","2025-09"
"050960","수산아이앤티","62649280000","9280","6751000","6751000","0","2025-09"
"126720","수산인더스트리","410965910000","29200","14074175","14286000","211825","2025-09"
"084180","수성웹툰","31264162100","1730","18071770","18074283","2513","2025-09"
"253840","수젠텍","89444557800","5850","15289668","16743200","1453532","2025-09"
"298830","슈어소프트테크","431156940420","8130","53032834","53458499","425665","2025-09"
"236200","슈프리마","340317579550","48850","6966583","7257273","290690","2025-09"
"094840","슈프리마에이치큐","73055512050","7450","9806109","10471840","665731","2025-09"
"192440","슈피겐코리아","146960886000","25500","5763172","6216363","453191","2025-09"
"424960","스마트레이더시스템","120341303000","7300","16485110","16485110","0","2025-09"
"099440","스맥","438065651320","6710","65285492","68243394","2957902","2025-09"
"053210","스카이라이프","247833219840","5240","47296416","47522955","226539","2025-09"
"276040","스코넥","21414031650","990","21630335","21630335","0","2025-09"
"060240","스타코링크","11494656784","1976","5817134","5821060","3926","2025-09"
"115570","스타플렉스","23157202830","2935","7890018","7984508","94490","2025-09"
"078860","스테이지원엔터","57836548575","975","59319537","59362257","42720","2025-09"
